iso3,entity_type,pais_original,year,scale,framework,total_score,rank,privacy_laws,ai_strategy,data_availability,govt_procurement_advanced_tech,data_capability_govt,technology_skills,ai_startups,log_ai_startups,innovation_capability,digital_public_services,govt_effectiveness,ict_govt_vision,norm_privacy_laws,norm_ai_strategy,norm_data_availability,norm_govt_procurement,norm_data_capability,norm_technology_skills,norm_log_ai_startups,norm_innovation_capability,norm_digital_public_services,norm_govt_effectiveness,norm_ict_govt_vision,avg_governance,avg_infrastructure_data,avg_skills_education,avg_govt_public_services,government,technology_sector,data_infrastructure,vision,governance_ethics,digital_capacity,adaptability,size,maturity,innovation_capacity,human_capital,infrastructure,data_availability,data_representativeness,ranking_detail,policy_capacity,ai_infrastructure,governance_2025,public_sector_adoption,development_diffusion,resilience,policy_vision,policy_commitment,compute_capacity,enabling_technical_infrastructure,data_quality,governance_principles,regulatory_compliance,government_digital_policy,e_government_delivery,human_capital_2025,ai_sector_maturity,ai_technology_diffusion,societal_transition,safety_security,ind_ai_strategy,ind_data_protection_laws,ind_cybersecurity,ind_regulatory_quality,ind_ethical_principles,ind_accountability,ind_online_services,ind_foundational_it,ind_govt_promotion_emerging_tech,ind_govt_effectiveness,ind_govt_responsiveness,ind_procurement_data,ind_ai_unicorns_log,ind_non_ai_unicorns_log,ind_ict_trade_services_log,ind_ict_trade_goods_log,ind_software_spending,ind_time_govt_regulations,ind_vc_availability,ind_rd_spending_log,ind_company_investment_emerging_tech,ind_ai_research_papers_log,ind_stem_graduates,ind_github_activity_log,ind_female_stem_graduates,ind_eng_tech_higher_ed_quality,ind_ict_skills,ind_telecom_infrastructure,ind_supercomputers_log,ind_broadband_quality,ind_5g_infrastructure,ind_adoption_emerging_tech,ind_open_data,ind_data_governance,ind_mobile_subscriptions,ind_households_internet,ind_statistical_capacity,ind_cost_internet_device,ind_gender_gap_internet,rank_global,score_global,rank_asia_pacific,score_asia_pacific,rank_africa,score_africa,rank_latam,score_latam,rank_north_america,score_north_america,rank_eastern_europe,score_eastern_europe,rank_australasia,score_australasia,rank_western_europe,score_western_europe,region_pertenece
SLV,pais,El Salvador,2020,0-100,3_pillars_10_dims,29.43296344,,,,57.972225,,,,,,,,,,,,,,,,,,,,,,,,,17.00280711,21.81329584,49.48278737,0.0,9.86898062,29.44,28.70224782,10.12157053,,30.88618142,24.43213558,39.36613711,57.972225,51.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,pais,Estonia,2020,0-100,3_pillars_10_dims,69.92188533,,,,78.01498424,,,,,,,,,,,,,,,,,,,,,,,,,76.10050614,48.41030711,85.25484274,100.0,64.93780088,78.07666667,61.38755702,32.14998023,,55.95877201,57.1221691,86.56954397,78.01498424,91.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,pais,Eswatini,2020,0-100,3_pillars_10_dims,27.69888736,,,,39.24954643,,,,,,,,,,,,,,,,,,,,,,,,,23.71489785,18.70525787,40.67650637,0.0,21.69728139,35.99,37.17231002,7.339698368,,28.81596353,19.96011172,27.16074192,39.24954643,55.61923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,pais,Ethiopia,2020,0-100,3_pillars_10_dims,26.1692875,,,,36.42097499,,,,,,,,,,,,,,,,,,,,,,,,,23.61978768,16.38156601,38.50650881,0.0,15.46190488,39.19333333,39.82391253,1.553148813,,29.00343366,18.58811555,20.51355143,36.42097499,58.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,pais,Fiji,2020,0-100,3_pillars_10_dims,38.72827908,,,,68.27185554,,,,,,,,,,,,,,,,,,,,,,,,,28.06416667,32.6734333,55.44723728,0.0,6.466666667,50.59,55.2,19.10262225,,61.5,17.41767764,42.62261902,68.27185554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,pais,Finland,2020,0-100,3_pillars_10_dims,79.23846315,,,,85.66144715,,,,,,,,,,,,,,,,,,,,,,,,,86.76418848,59.92551514,91.02568585,100.0,88.32874432,78.99,79.73800959,36.16073801,,72.92977082,70.68603661,92.01561039,85.66144715,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,pais,France,2020,0-100,3_pillars_10_dims,73.76728283,,,,89.20708333,,,,,,,,,,,,,,,,,,,,,,,,,80.05415786,59.42516831,81.82252232,100.0,85.65394921,66.76666667,67.79601555,50.66926446,,61.47121904,66.13502144,61.07548362,89.20708333,95.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,pais,Gabon,2020,0-100,3_pillars_10_dims,35.0636147,,,,50.86665833,,,,,,,,,,,,,,,,,,,,,,,,,28.4744051,21.00929368,55.70714531,0.0,43.42345375,38.99083333,31.48333334,5.224348572,,31.19216697,26.6113655,42.32477759,50.86665833,73.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,pais,Gambia,2020,0-100,3_pillars_10_dims,34.51065869,,,,49.99305833,,,,,,,,,,,,,,,,,,,,,,,,,29.16630142,27.3994642,46.96621045,0.0,41.39692358,28.31083333,46.95744877,2.779267896,,34.06635138,45.35277331,32.84343017,49.99305833,58.06214286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,pais,Georgia,2020,0-100,3_pillars_10_dims,43.38681974,,,,68.69445,,,,,,,,,,,,,,,,,,,,,,,,,40.8594902,28.32633556,60.97463347,0.0,59.32194111,52.02333333,52.09268635,11.13160981,,40.3452218,33.50217508,43.31945042,68.69445,70.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,pais,Germany,2020,0-100,3_pillars_10_dims,78.97369197,,,,88.77291667,,,,,,,,,,,,,,,,,,,,,,,,,78.21922312,68.08722923,90.61462354,100.0,63.04440357,78.61666667,71.21582225,56.02084146,,74.63074256,73.61010367,86.80095397,88.77291667,96.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,pais,Ghana,2020,0-100,3_pillars_10_dims,38.4991966,,,,57.94528333,,,,,,,,,,,,,,,,,,,,,,,,,36.52234241,23.56889483,55.40635257,0.0,48.23737451,51.72,46.13199511,3.357681407,,41.12540579,26.22359731,37.51877439,57.94528333,70.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,pais,Greece,2020,0-100,3_pillars_10_dims,47.93302158,,,,71.92931837,,,,,,,,,,,,,,,,,,,,,,,,,34.44485742,41.4289331,67.92527423,0.0,45.25255685,52.37631579,40.15055703,28.7373971,,38.33080464,57.21859757,51.44150433,71.92931837,80.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,pais,Grenada,2020,0-100,3_pillars_10_dims,33.44997481,,,,60.115,,,,,,,,,,,,,,,,,,,,,,,,,20.9420165,24.13511027,55.27279768,0.0,12.76539037,32.55333333,38.44934229,11.72614391,,33.59053842,27.08864847,44.30089303,60.115,61.4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,pais,Guatemala,2020,0-100,3_pillars_10_dims,31.17864948,,,,58.65667499,,,,,,,,,,,,,,,,,,,,,,,,,19.76857086,21.00968396,52.75769364,0.0,15.99564932,33.08733333,29.99130078,7.475912364,,37.32702985,18.22610965,42.78640592,58.65667499,56.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,pais,Guinea,2020,0-100,3_pillars_10_dims,29.00255471,,,,37.91514167,,,,,,,,,,,,,,,,,,,,,,,,,28.1702858,19.35662008,39.48075825,0.0,37.98012772,34.58416667,40.11684884,0.9036482394,,34.92184591,22.2443661,25.56213307,37.91514167,54.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,pais,Guinea Bissau,2020,0-100,3_pillars_10_dims,25.12315069,,,,30.66777501,,,,,,,,,,,,,,,,,,,,,,,,,17.92828546,19.06779553,38.37337107,0.0,10.38738869,29.4875,31.83825317,4.324335163,,30.66545444,22.21359699,26.39019534,30.66777501,58.06214286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,pais,Guyana,2020,0-100,3_pillars_10_dims,30.54983789,,,,42.97680001,,,,,,,,,,,,,,,,,,,,,,,,,21.85243316,22.75082859,47.04625193,0.0,12.49039037,36.67,38.24934229,8.227495361,,34.11553842,25.90945197,36.75945579,42.97680001,61.4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI,pais,Haiti,2020,0-100,3_pillars_10_dims,21.10727909,,,,29.66666665,,,,,,,,,,,,,,,,,,,,,,,,,10.31029067,17.47265771,35.53888888,0.0,7.82316417,18.82,14.59799853,4.094940638,,34.04460672,14.27842578,12.245,29.66666665,64.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,pais,Honduras,2020,0-100,3_pillars_10_dims,30.96637219,,,,50.36528334,,,,,,,,,,,,,,,,,,,,,,,,,24.23112398,23.76115238,44.90684021,0.0,24.13733528,36.30666667,36.48049399,13.22535634,,34.43774596,23.62035485,35.25523727,50.36528334,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,pais,Hungary,2020,0-100,3_pillars_10_dims,55.81798482,,,,71.12690404,,,,,,,,,,,,,,,,,,,,,,,,,50.90051308,38.68946183,77.86397955,50.0,55.22091,47.36,51.02114231,31.01859384,,41.54547525,43.5043164,78.0100346,71.12690404,84.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,pais,Iceland,2020,0-100,3_pillars_10_dims,57.63068891,,,,80.14027592,,,,,,,,,,,,,,,,,,,,,,,,,46.97571178,45.64201751,80.27433743,0.0,51.80603363,67.44666667,68.65014684,24.86749866,,63.67209644,48.38645744,69.24984163,80.14027592,91.43289474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,pais,India,2020,0-100,3_pillars_10_dims,55.9830947,,,,59.02986666,,,,,,,,,,,,,,,,,,,,,,,,,71.83602506,47.33581828,48.77744078,100.0,57.68836484,73.92,55.73573539,37.1527735,,50.21710584,54.63757551,36.58245567,59.02986666,50.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,pais,Indonesia,2020,0-100,3_pillars_10_dims,47.52774458,,,,63.3425,,,,,,,,,,,,,,,,,,,,,,,,,45.89131125,39.14169873,57.55022376,0.0,58.89877024,67.12666667,57.53980809,22.09716408,,48.96525748,46.36267461,43.18817127,63.3425,66.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,pais,Iran,2020,0-100,3_pillars_10_dims,42.89440322,,,,55.97485834,,,,,,,,,,,,,,,,,,,,,,,,,34.67796627,33.50272799,60.50251539,0.0,50.50204216,51.56333333,36.64648958,8.47864341,,34.37002535,57.65951521,39.66768784,55.97485834,85.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,pais,Iraq,2020,0-100,3_pillars_10_dims,33.87631476,,,,52.39069999,,,,,,,,,,,,,,,,,,,,,,,,,24.53898585,26.34629579,50.74366263,0.0,28.85156121,36.82083333,32.48354885,9.026622271,,31.24759082,38.76467428,39.6052879,52.39069999,60.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,pais,Ireland,2020,0-100,3_pillars_10_dims,68.24375495,,,,76.73398988,,,,,,,,,,,,,,,,,,,,,,,,,58.74497904,61.677169,84.3091168,50.0,57.70589115,60.00666667,67.26735834,61.09455694,,58.97624088,64.96070917,82.65336053,76.73398988,93.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,pais,Israel,2020,0-100,3_pillars_10_dims,68.82455799,,,,79.26061831,,,,,,,,,,,,,,,,,,,,,,,,,61.84835947,67.45115177,77.17416273,50.0,60.89461664,72.11666667,64.38215456,46.79114798,,87.09895364,68.4633537,64.73186989,79.26061831,87.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,pais,Italy,2020,0-100,3_pillars_10_dims,65.39100232,,,,77.77522186,,,,,,,,,,,,,,,,,,,,,,,,,68.384815,45.71880209,82.06938987,100.0,79.93874221,50.52,43.08051779,31.0272849,,46.16463635,59.96448501,78.14294776,77.77522186,90.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,pais,Jamaica,2020,0-100,3_pillars_10_dims,38.35682663,,,,61.24375001,,,,,,,,,,,,,,,,,,,,,,,,,30.93679215,28.31988201,55.81380573,0.0,31.44735731,39.91,52.38981128,17.66053071,,39.18916251,28.10995282,46.35266718,61.24375001,59.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,pais,Japan,2020,0-100,3_pillars_10_dims,73.30282538,,,,91.75,,,,,,,,,,,,,,,,,,,,,,,,,80.92625944,57.28030133,81.70191536,100.0,85.51139546,68.95666667,69.23697564,38.81230332,,70.95026242,62.07833823,63.60074608,91.75,89.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,pais,Jordan,2020,0-100,3_pillars_10_dims,41.7586761,,,,62.43611668,,,,,,,,,,,,,,,,,,,,,,,,,35.17985022,36.43191711,53.66426098,0.0,39.35036674,46.56,54.80903413,15.7366634,,45.85535532,47.70373261,45.06166625,62.43611668,53.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,pais,Kazakhstan,2020,0-100,3_pillars_10_dims,46.55385398,,,,74.03333333,,,,,,,,,,,,,,,,,,,,,,,,,43.73821662,30.01687254,65.90647277,0.0,57.07560686,66.18666667,51.69059296,7.260430559,,41.13351003,41.65667704,44.49108498,74.03333333,79.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,pais,Kenya,2020,0-100,3_pillars_10_dims,43.65584815,,,,47.32222501,,,,,,,,,,,,,,,,,,,,,,,,,51.63965419,28.4125786,50.91531166,50.0,44.5167545,65.43,46.61186225,8.10825899,,51.27906548,25.85041131,41.29370998,47.32222501,64.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,pais,Kiribati,2020,0-100,3_pillars_10_dims,24.67734244,,,,33.26387778,,,,,,,,,,,,,,,,,,,,,,,,,23.68583333,22.86957016,27.47662383,0.0,0.9333333333,49.41,44.4,1.691379466,,46.9,20.01733102,21.68936988,33.26387778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,pais,Kuwait,2020,0-100,3_pillars_10_dims,50.60707185,,,,71.35361909,,,,,,,,,,,,,,,,,,,,,,,,,41.28280413,33.99551637,76.54289506,0.0,51.11818453,65.09133333,48.92169867,26.92997429,,39.50858673,35.54798809,76.3350661,71.35361909,81.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,pais,Kyrgyzstan,2020,0-100,3_pillars_10_dims,35.81049338,,,,58.54166668,,,,,,,,,,,,,,,,,,,,,,,,,28.91202941,22.48429019,56.03516054,0.0,39.79022731,39.65666667,36.20122368,5.65297353,,32.16228614,29.63761089,36.93881495,58.54166668,72.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,pais,Lao People's Democratic Republic,2020,0-100,3_pillars_10_dims,32.19670221,,,,43.38903333,,,,,,,,,,,,,,,,,,,,,,,,,24.30032296,27.60641002,44.68337365,0.0,16.33326777,36.42666667,44.44135743,14.42613521,,35.71589276,32.67720208,28.70108761,43.38903333,61.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,pais,Latvia,2020,0-100,3_pillars_10_dims,57.58375902,,,,72.3175481,,,,,,,,,,,,,,,,,,,,,,,,,50.16170629,41.27507591,81.31449486,50.0,53.32768098,40.61666667,56.70247752,27.08349454,,48.69614197,48.04559122,82.37093647,72.3175481,89.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,pais,Lebanon,2020,0-100,3_pillars_10_dims,35.9063701,,,,56.71569166,,,,,,,,,,,,,,,,,,,,,,,,,24.57416941,32.31628976,50.82865114,0.0,37.84564164,27.86,32.59103602,17.19736231,,37.93497888,41.81652808,36.22026176,56.71569166,59.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,pais,Lesotho,2020,0-100,3_pillars_10_dims,35.55414869,,,,50.37541944,,,,,,,,,,,,,,,,,,,,,,,,,28.12385035,19.79912428,58.73947142,0.0,38.22448753,36.59779762,37.67311627,7.152332866,,31.8337341,20.41130587,58.80299482,50.37541944,67.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,pais,Lithuania,2020,0-100,3_pillars_10_dims,65.02407085,,,,73.62792859,,,,,,,,,,,,,,,,,,,,,,,,,68.91689552,44.3074081,81.84790893,100.0,61.62564972,59.08,54.96193238,26.58499705,,54.68803486,51.64919239,83.38579822,73.62792859,88.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,pais,Luxembourg,2020,0-100,3_pillars_10_dims,72.6156957,,,,88.43484934,,,,,,,,,,,,,,,,,,,,,,,,,81.91854304,51.26026096,84.66828311,100.0,66.50955485,79.28,81.8846173,43.5301078,,59.53185184,50.71882326,70.62,88.43484934,94.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,pais,Madagascar,2020,0-100,3_pillars_10_dims,26.75957182,,,,27.47403333,,,,,,,,,,,,,,,,,,,,,,,,,23.65353315,18.18933294,38.43584936,0.0,38.91238869,27.56,28.1417439,3.632878671,,29.45901835,21.47610179,24.94851476,27.47403333,62.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,pais,Malawi,2020,0-100,3_pillars_10_dims,26.7163134,,,,33.5525,,,,,,,,,,,,,,,,,,,,,,,,,25.55151365,17.65653638,36.94089017,0.0,39.42573826,28.12333333,34.65698301,3.07121002,,31.47272536,18.42567375,21.62017052,33.5525,55.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,pais,Malaysia,2020,0-100,3_pillars_10_dims,63.66304351,,,,71.97528333,,,,,,,,,,,,,,,,,,,,,,,,,67.3845196,54.42844892,69.17616203,50.0,64.83136896,84.83666667,69.87004277,30.35837259,,65.13478846,67.79218571,53.39820276,71.97528333,82.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,pais,Maldives,2020,0-100,3_pillars_10_dims,40.3243939,,,,64.02249168,,,,,,,,,,,,,,,,,,,,,,,,,26.84358707,27.49979535,66.62979929,0.0,12.53253728,48.84683333,45.99497765,13.61661095,,37.68671006,31.19606502,69.26857286,64.02249168,66.59833334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,pais,Mali,2020,0-100,3_pillars_10_dims,30.02279969,,,,43.55528333,,,,,,,,,,,,,,,,,,,,,,,,,27.72241092,19.82724083,42.51874731,0.0,36.67494957,40.94333333,33.27136079,5.553768101,,32.09708648,21.83086792,28.02595861,43.55528333,55.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,pais,Malta,2020,0-100,3_pillars_10_dims,62.43373159,,,,81.09665226,,,,,,,,,,,,,,,,,,,,,,,,,71.99720608,39.95041949,75.3535692,100.0,51.60128246,69.23333333,67.15420854,30.43374579,,45.56129887,43.85621382,64.88905534,81.09665226,80.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,pais,Mauritania,2020,0-100,3_pillars_10_dims,29.41629214,,,,42.19166945,,,,,,,,,,,,,,,,,,,,,,,,,21.8169585,26.42873792,40.00318,0.0,32.7650658,28.16779762,26.33497059,6.486591364,,28.81215524,43.98746715,32.27287054,42.19166945,45.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,pais,Mauritius,2020,0-100,3_pillars_10_dims,53.86351589,,,,63.69639168,,,,,,,,,,,,,,,,,,,,,,,,,67.77839347,32.19488728,61.61726693,100.0,58.35931114,54.50666667,58.24759608,19.22967243,,41.82133489,35.53365452,47.80040912,63.69639168,73.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,pais,Mexico,2020,0-100,3_pillars_10_dims,49.35771565,,,,75.68291668,,,,,,,,,,,,,,,,,,,,,,,,,49.28070021,36.38435942,62.40808733,50.0,52.37639079,54.57,40.17641004,17.31303547,,41.99248225,49.84756056,45.99634531,75.68291668,65.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,pais,Mongolia,2020,0-100,3_pillars_10_dims,37.79302336,,,,57.56679999,,,,,,,,,,,,,,,,,,,,,,,,,27.01868524,26.27130096,60.08908388,0.0,32.31051381,40.11,35.65422714,8.69397345,,35.49786151,34.62206791,44.35045165,57.56679999,78.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,pais,Montenegro,2020,0-100,3_pillars_10_dims,43.66362816,,,,65.386675,,,,,,,,,,,,,,,,,,,,,,,,,37.1846792,33.12665328,60.67955199,0.0,51.99079567,44.37955556,52.36836558,19.46388933,,38.44065127,41.47541925,49.08198098,65.386675,67.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,pais,Morocco,2020,0-100,3_pillars_10_dims,36.42277689,,,,62.15083333,,,,,,,,,,,,,,,,,,,,,,,,,35.3534966,27.47625679,46.43857727,0.0,46.30651424,47.07,48.03747215,17.56322507,,41.07300896,23.79253635,45.52989848,62.15083333,31.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,pais,Mozambique,2020,0-100,3_pillars_10_dims,25.2795208,,,,37.54320833,,,,,,,,,,,,,,,,,,,,,,,,,22.23314543,15.02999074,38.57542622,0.0,22.67021755,33.97666667,32.28569751,1.419149129,,30.36257258,13.3082505,20.65807034,37.54320833,57.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,pais,Myanmar,2020,0-100,3_pillars_10_dims,31.23711676,,,,42.33555001,,,,,,,,,,,,,,,,,,,,,,,,,22.66164623,24.31858951,46.73111454,0.0,15.36226345,38.10055556,37.1837659,6.002345466,,35.95514986,30.99827321,37.08279362,42.33555001,60.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,pais,Namibia,2020,0-100,3_pillars_10_dims,37.09592816,,,,48.86653334,,,,,,,,,,,,,,,,,,,,,,,,,32.32496404,24.54116583,54.42165461,0.0,38.62141336,41.57666667,49.10177614,10.30213011,,38.64643767,24.67492972,42.7284305,48.86653334,71.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
