var_a,var_b,method,mi,n_pairs,n_bins
oxford_ind_ict_trade_services_log,wb_gdp_per_capita_ppp,mutual_information_quantile,0.766882,184,8
oxford_ind_households_internet,wb_internet_penetration,mutual_information_quantile,0.766796,186,8
wipo_out_6_1_2_score,wipo_pisa_score,mutual_information_quantile,0.766677,75,8
oxford_data_quality,wipo_in_2_3_score,mutual_information_quantile,0.766618,140,8
oxford_data_infrastructure,wipo_regqua_score,mutual_information_quantile,0.766384,131,8
oxford_societal_transition,wipo_out_7_3_1_score,mutual_information_quantile,0.766361,140,8
oxford_data_infrastructure,wipo_out_7_3_1_score,mutual_information_quantile,0.766296,140,8
wipo_femempdeg_score,wipo_knowintsemp_score,mutual_information_quantile,0.766137,119,8
wb_electric_consumption_kwh_pc,wb_researchers_rd_per_million,mutual_information_quantile,0.766044,101,8
oxford_data_quality,wipo_in_3_score,mutual_information_quantile,0.765906,140,8
oxford_technology_sector,wipo_in_3_1_score,mutual_information_quantile,0.765881,140,8
wipo_gii_score,wipo_in_1_1_2_score,mutual_information_quantile,0.765777,141,8
wipo_out_6_score,wipo_pctpatorig_score,mutual_information_quantile,0.765696,117,8
wb_secure_servers_per_1m,wipo_out_7_2_3_score,mutual_information_quantile,0.765441,65,8
wipo_in_5_score,wipo_patfam_score,mutual_information_quantile,0.765288,127,8
wb_regulatory_quality,wipo_polstab_score,mutual_information_quantile,0.765272,132,8
wipo_ictuse_score,wipo_tertenrol_score,mutual_information_quantile,0.765269,128,8
oxford_ind_adoption_emerging_tech,oxford_maturity,mutual_information_quantile,0.765213,184,8
wipo_in_2_score,wipo_sp31_score,mutual_information_quantile,0.765124,132,8
wipo_envperf_score,wipo_wikiedit_score,mutual_information_quantile,0.765049,129,8
oxford_ai_infrastructure,oxford_government,mutual_information_quantile,0.765037,193,8
oxford_data_infrastructure,wipo_ictacc_score,mutual_information_quantile,0.765021,131,8
wipo_in_2_3_1_score,wipo_in_5_1_4_score,mutual_information_quantile,0.765008,100,8
oxford_ai_sector_maturity,wipo_out_7_2_3_score,mutual_information_quantile,0.764944,64,8
oxford_development_diffusion,wipo_out_7_2_3_score,mutual_information_quantile,0.764944,64,8
oxford_ai_infrastructure,wipo_out_7_2_3_score,mutual_information_quantile,0.764944,64,8
oxford_compute_capacity,wipo_in_2_3_score,mutual_information_quantile,0.764896,140,8
wb_ict_goods_exports_pct,wipo_out_7_2_5_score,mutual_information_quantile,0.764477,127,8
wipo_elecout_score,wipo_ictacc_score,mutual_information_quantile,0.76444,124,8
oxford_ind_github_activity_log,oxford_size,mutual_information_quantile,0.764266,176,8
wipo_out_6_1_2_score,wipo_out_7_score,mutual_information_quantile,0.764209,125,8
oxford_maturity,wb_researchers_rd_per_million,mutual_information_quantile,0.764141,107,8
oxford_data_infrastructure,oxford_data_representativeness,mutual_information_quantile,0.764084,192,8
oxford_size,wipo_ictacc_score,mutual_information_quantile,0.763997,131,8
wipo_gii_score,wipo_out_7_3_2_score,mutual_information_quantile,0.763979,141,8
oxford_governance_ethics,wipo_resppop_score,mutual_information_quantile,0.763974,107,8
oxford_ind_accountability,wipo_entmedia_score,mutual_information_quantile,0.7639,62,8
oxford_ind_telecom_infrastructure,oxford_size,mutual_information_quantile,0.763867,176,8
wipo_gerdperf_score,wipo_in_5_2_5_score,mutual_information_quantile,0.763843,89,8
oxford_maturity,wipo_pctpatorig_score,mutual_information_quantile,0.763672,117,8
oxford_innovation_capacity,wipo_rdexp_score,mutual_information_quantile,0.763454,115,8
wipo_in_2_1_3_score,wipo_sp31_score,mutual_information_quantile,0.763384,125,8
wipo_goveff_score,wipo_resppop_score,mutual_information_quantile,0.76336,108,8
oxford_infrastructure,wipo_resppop_score,mutual_information_quantile,0.763345,107,8
wipo_out_6_1_2_score,wipo_out_7_3_score,mutual_information_quantile,0.763303,125,8
wipo_gii_score,wipo_in_5_3_5_score,mutual_information_quantile,0.763297,90,8
oxford_ind_ict_skills,wipo_in_3_1_1_score,mutual_information_quantile,0.763279,132,8
wipo_in_1_2_score,wipo_in_3_2_2_score,mutual_information_quantile,0.763258,131,8
wipo_in_score,wipo_pctpatorig_score,mutual_information_quantile,0.762979,117,8
wipo_goveff_score,wipo_pctpatorig_score,mutual_information_quantile,0.762791,117,8
wb_rd_expenditure_pct_gdp,wipo_patfam_score,mutual_information_quantile,0.762785,102,8
wipo_envperf_score,wipo_pctpatorig_score,mutual_information_quantile,0.762767,117,8
wipo_goveff_score,wipo_sp31_score,mutual_information_quantile,0.762762,132,8
wb_researchers_rd_per_million,wipo_goveff_score,mutual_information_quantile,0.762718,98,8
oxford_size,wipo_envperf_score,mutual_information_quantile,0.762679,130,8
oxford_maturity,wipo_gentld_score,mutual_information_quantile,0.762652,131,8
oxford_infrastructure,wipo_in_3_2_2_score,mutual_information_quantile,0.762642,130,8
wipo_entmedia_score,wipo_sp52_score,mutual_information_quantile,0.762514,63,8
oxford_data_representativeness,wipo_entmedia_score,mutual_information_quantile,0.762495,62,8
wipo_in_3_1_1_score,wipo_in_3_2_1_score,mutual_information_quantile,0.762441,133,8
wipo_in_2_1_3_score,wipo_out_7_3_1_score,mutual_information_quantile,0.762354,130,8
wb_fixed_broadband_per100,wb_researchers_rd_per_million,mutual_information_quantile,0.762302,108,8
wipo_envperf_score,wipo_knowintsemp_score,mutual_information_quantile,0.762149,122,8
oxford_digital_capacity,wipo_in_3_1_3_score,mutual_information_quantile,0.761971,140,8
wb_researchers_rd_per_million,wipo_in_5_2_5_score,mutual_information_quantile,0.761903,103,8
wb_voice_accountability,wipo_in_1_2_2_score,mutual_information_quantile,0.761902,141,8
wipo_in_1_2_2_score,wipo_resppop_score,mutual_information_quantile,0.761845,108,8
wipo_goveff_score,wipo_out_7_3_2_score,mutual_information_quantile,0.761789,132,8
oxford_size,wipo_out_score,mutual_information_quantile,0.761649,140,8
wipo_in_2_3_2_score,wipo_out_score,mutual_information_quantile,0.761337,121,8
wipo_envperf_score,wipo_patfam_score,mutual_information_quantile,0.761258,125,8
wipo_in_1_2_1_score,wipo_polstab_score,mutual_information_quantile,0.761195,132,8
oxford_data_quality,wipo_resppop_score,mutual_information_quantile,0.760816,107,8
wb_electric_consumption_kwh_pc,wipo_in_5_1_1_score,mutual_information_quantile,0.760799,127,8
wipo_in_2_1_score,wipo_sp21_score,mutual_information_quantile,0.760753,131,8
wb_researchers_rd_per_million,wipo_out_7_2_3_score,mutual_information_quantile,0.760745,55,8
wipo_entmedia_score,wipo_in_3_1_score,mutual_information_quantile,0.760701,63,8
wb_fixed_broadband_per100,wipo_tertenrol_score,mutual_information_quantile,0.760701,128,8
wipo_c_eccomplexity_score,wipo_out_6_score,mutual_information_quantile,0.760617,121,8
oxford_size,wipo_out_7_3_1_score,mutual_information_quantile,0.760613,140,8
wb_fixed_broadband_per100,wipo_in_2_3_1_score,mutual_information_quantile,0.760584,118,8
wipo_in_2_3_1_score,wipo_in_score,mutual_information_quantile,0.760568,118,8
oxford_compute_capacity,wb_gdp_current_usd,mutual_information_quantile,0.760517,191,8
wipo_resppop_score,wipo_ruleol_score,mutual_information_quantile,0.760491,108,8
wipo_out_6_score,wipo_sp61_score,mutual_information_quantile,0.760477,132,8
oxford_ind_govt_effectiveness,wipo_polstab_score,mutual_information_quantile,0.760427,131,8
wipo_out_score,wipo_pisa_score,mutual_information_quantile,0.760392,79,8
wb_secure_servers_per_1m,wipo_resppop_score,mutual_information_quantile,0.760334,108,8
stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,wipo_citdoc_score,mutual_information_quantile,0.760326,81,8
oxford_governance_ethics,wb_researchers_rd_per_million,mutual_information_quantile,0.760318,107,8
oxford_ind_telecom_infrastructure,wb_government_effectiveness,mutual_information_quantile,0.760308,191,8
wipo_markcap_score,wipo_out_7_1_3_score,mutual_information_quantile,0.760255,74,8
oxford_ai_infrastructure,oxford_compute_capacity,mutual_information_quantile,0.760119,195,8
wipo_ictuse_score,wipo_wikiedit_score,mutual_information_quantile,0.759873,131,8
wipo_logperf_score,wipo_sp23_score,mutual_information_quantile,0.759846,125,8
wipo_gerdperf_score,wipo_sp61_score,mutual_information_quantile,0.759829,89,8
wipo_entmedia_score,wipo_sp12_score,mutual_information_quantile,0.759602,63,8
wb_fixed_broadband_per100,wipo_entmedia_score,mutual_information_quantile,0.759602,63,8
wb_secure_servers_per_1m,wipo_in_5_1_1_score,mutual_information_quantile,0.759592,134,8
wipo_in_1_1_2_score,wipo_polstab_score,mutual_information_quantile,0.75955,132,8
wb_researchers_rd_per_million,wipo_sp61_score,mutual_information_quantile,0.759433,98,8
oxford_maturity,wipo_ictacc_score,mutual_information_quantile,0.759403,131,8
wipo_gerdfinbus_score,wipo_restalbus_score,mutual_information_quantile,0.759399,84,8
wipo_out_7_score,wipo_resppop_score,mutual_information_quantile,0.75938,108,8
oxford_size,wipo_pctpatorig_score,mutual_information_quantile,0.759296,117,8
oxford_societal_transition,wipo_in_2_3_1_score,mutual_information_quantile,0.75916,117,8
oxford_development_diffusion,wipo_gii_score,mutual_information_quantile,0.759143,140,8
anthropic_gdp_total,wipo_out_6_1_5_score,mutual_information_quantile,0.759131,130,8
wipo_in_5_2_score,wipo_in_5_score,mutual_information_quantile,0.759094,141,8
wipo_in_5_1_1_score,wipo_out_7_3_1_score,mutual_information_quantile,0.759061,134,8
wipo_in_5_3_5_score,wipo_in_5_score,mutual_information_quantile,0.759022,90,8
wb_secure_servers_per_1m,wipo_sp31_score,mutual_information_quantile,0.758896,132,8
oxford_ind_regulatory_quality,wipo_sp12_score,mutual_information_quantile,0.758617,131,8
oxford_ind_github_activity_log,wipo_out_7_score,mutual_information_quantile,0.758593,140,8
wipo_gii_score,wipo_ruleol_score,mutual_information_quantile,0.758533,132,8
oxford_size,wipo_in_3_2_2_score,mutual_information_quantile,0.758465,130,8
wb_fixed_broadband_per100,wipo_resppop_score,mutual_information_quantile,0.758367,108,8
oxford_size,wipo_in_2_score,mutual_information_quantile,0.758234,140,8
wipo_entmedia_score,wipo_out_7_3_2_score,mutual_information_quantile,0.758219,63,8
wipo_gerdperf_score,wipo_in_5_1_score,mutual_information_quantile,0.758219,89,8
wb_regulatory_quality,wipo_sp12_score,mutual_information_quantile,0.758076,132,8
wipo_in_1_2_1_score,wipo_sp12_score,mutual_information_quantile,0.758076,132,8
wipo_in_2_score,wipo_out_6_1_2_score,mutual_information_quantile,0.757578,125,8
wipo_femempdeg_score,wipo_in_5_1_1_score,mutual_information_quantile,0.757576,121,8
oxford_ind_telecom_infrastructure,wipo_in_3_2_1_score,mutual_information_quantile,0.757389,133,8
wipo_pctpatorig_score,wipo_sp31_score,mutual_information_quantile,0.757289,117,8
wb_electric_consumption_kwh_pc,wipo_in_2_3_1_score,mutual_information_quantile,0.757212,114,8
wipo_in_2_3_2_score,wipo_resppop_score,mutual_information_quantile,0.757101,101,8
ms_h1_2025_ai_diffusion_pct,wb_gdp_per_capita_ppp,mutual_information_quantile,0.757037,141,8
wipo_in_2_3_2_score,wipo_out_6_score,mutual_information_quantile,0.757013,121,8
oxford_data_quality,oxford_technology_sector,mutual_information_quantile,0.756965,193,8
oxford_ind_telecom_infrastructure,wb_internet_penetration,mutual_information_quantile,0.756878,186,8
oxford_ind_telecom_infrastructure,wipo_cctld_score,mutual_information_quantile,0.756844,131,8
oxford_ind_ict_trade_goods_log,wipo_in_5_1_1_score,mutual_information_quantile,0.756825,133,8
oxford_data_infrastructure,wipo_out_7_score,mutual_information_quantile,0.756729,140,8
wb_tertiary_education_enrollment,wipo_schlifeexp_score,mutual_information_quantile,0.756648,112,8
wipo_in_5_3_5_score,wipo_sp53_score,mutual_information_quantile,0.75663,87,8
wipo_femempdeg_score,wipo_tertenrol_score,mutual_information_quantile,0.756552,120,8
wipo_in_5_2_5_score,wipo_out_7_3_1_score,mutual_information_quantile,0.756484,141,8
wb_researchers_rd_per_million,wipo_patfam_score,mutual_information_quantile,0.75635,96,8
oxford_ind_ict_trade_services_log,wipo_out_7_3_2_score,mutual_information_quantile,0.756236,140,8
wipo_in_2_score,wipo_knowintsemp_score,mutual_information_quantile,0.756219,124,8
wipo_regqua_score,wipo_sp31_score,mutual_information_quantile,0.756178,132,8
wb_control_of_corruption,wipo_in_1_1_1_score,mutual_information_quantile,0.756002,141,8
oxford_ai_sector_maturity,oxford_ai_technology_diffusion,mutual_information_quantile,0.755985,195,8
wipo_in_5_1_2_score,wipo_wikiedit_score,mutual_information_quantile,0.755904,126,8
oxford_total_score,wipo_rdexp_score,mutual_information_quantile,0.755819,115,8
oxford_ind_ict_skills,wipo_sp31_score,mutual_information_quantile,0.755784,126,8
oxford_data_representativeness,wipo_gentld_score,mutual_information_quantile,0.755509,131,8
wipo_gerdperf_score,wipo_in_2_1_4_score,mutual_information_quantile,0.755407,73,8
wipo_in_5_2_3_score,wipo_out_7_2_3_score,mutual_information_quantile,0.755407,64,8
wipo_in_5_score,wipo_rdexp_score,mutual_information_quantile,0.755352,116,8
wipo_in_5_2_5_score,wipo_sp23_score,mutual_information_quantile,0.755322,132,8
oxford_ind_adoption_emerging_tech,wipo_out_7_2_3_score,mutual_information_quantile,0.755308,63,8
wb_electric_consumption_kwh_pc,wipo_in_3_score,mutual_information_quantile,0.755251,132,8
wipo_ictacc_score,wipo_wikiedit_score,mutual_information_quantile,0.755188,131,8
wipo_in_2_1_4_score,wipo_in_2_score,mutual_information_quantile,0.755063,86,8
wb_rule_of_law,wipo_ictuse_score,mutual_information_quantile,0.755031,132,8
wipo_out_7_3_score,wipo_regqua_score,mutual_information_quantile,0.754803,132,8
wipo_resppop_score,wipo_wikiedit_score,mutual_information_quantile,0.754781,107,8
wipo_in_2_1_3_score,wipo_in_score,mutual_information_quantile,0.754729,130,8
wipo_gentld_score,wipo_gii_score,mutual_information_quantile,0.754704,132,8
oxford_data_quality,wb_electric_consumption_kwh_pc,mutual_information_quantile,0.754648,146,8
wb_researchers_rd_per_million,wipo_out_7_3_2_score,mutual_information_quantile,0.754544,103,8
wipo_resppop_score,wipo_sp31_score,mutual_information_quantile,0.754414,108,8
wb_secure_servers_per_1m,wipo_ictacc_score,mutual_information_quantile,0.754317,132,8
oxford_data_infrastructure,oxford_ind_cost_internet_device,mutual_information_quantile,0.754272,191,8
oxford_ind_ai_research_papers_log,wipo_dommarksc_score,mutual_information_quantile,0.754224,131,8
wipo_entmedia_score,wipo_ictorgmod_score,mutual_information_quantile,0.754209,63,8
wb_gdp_per_capita_ppp,wipo_in_3_1_2_score,mutual_information_quantile,0.754126,139,8
anthropic_usage_pct,wipo_sp43_score,mutual_information_quantile,0.754105,122,8
oxford_total_score,wipo_out_6_score,mutual_information_quantile,0.754095,140,8
wipo_in_5_score,wipo_sp23_score,mutual_information_quantile,0.753945,132,8
oxford_ind_github_activity_log,wipo_in_2_1_3_score,mutual_information_quantile,0.753853,129,8
wipo_in_2_3_score,wipo_out_6_score,mutual_information_quantile,0.753669,141,8
wipo_ictuse_score,wipo_in_5_1_2_score,mutual_information_quantile,0.753599,127,8
oxford_maturity,wipo_out_6_1_2_score,mutual_information_quantile,0.75355,125,8
wb_researchers_rd_per_million,wipo_ruleol_score,mutual_information_quantile,0.753338,98,8
oxford_ai_infrastructure,wb_electric_consumption_kwh_pc,mutual_information_quantile,0.753247,146,8
oxford_data_infrastructure,oxford_data_quality,mutual_information_quantile,0.753207,193,8
wipo_in_2_3_score,wipo_qsrank_score,mutual_information_quantile,0.753091,132,8
wb_gdp_per_capita_ppp,wipo_tertenrol_score,mutual_information_quantile,0.752993,127,8
wb_government_effectiveness,wipo_in_3_2_2_score,mutual_information_quantile,0.752753,131,8
wb_rd_expenditure_pct_gdp,wipo_entmedia_score,mutual_information_quantile,0.752721,59,8
wb_rd_expenditure_pct_gdp,wipo_pisa_score,mutual_information_quantile,0.752485,75,8
oxford_ind_regulatory_quality,wipo_gii_score,mutual_information_quantile,0.752363,140,8
oxford_infrastructure,wipo_in_5_3_5_score,mutual_information_quantile,0.752339,89,8
oxford_maturity,wipo_out_6_score,mutual_information_quantile,0.752325,140,8
wipo_gii_score,wipo_knowintsemp_score,mutual_information_quantile,0.752257,124,8
wipo_in_4_2_5_score,wipo_pctpatorig_score,mutual_information_quantile,0.752001,99,8
oxford_ind_ict_skills,wipo_wikiedit_score,mutual_information_quantile,0.751923,125,8
oxford_technology_sector,wipo_citdoc_score,mutual_information_quantile,0.751819,131,8
oxford_ind_telecom_infrastructure,wipo_goveff_score,mutual_information_quantile,0.751785,131,8
oxford_size,wb_internet_penetration,mutual_information_quantile,0.751668,172,8
wipo_cctld_score,wipo_in_2_3_1_score,mutual_information_quantile,0.751657,113,8
wipo_gentld_score,wipo_sp31_score,mutual_information_quantile,0.751628,132,8
wipo_knowintsemp_score,wipo_patfam_score,mutual_information_quantile,0.751623,119,8
wipo_femempdeg_score,wipo_sp51_score,mutual_information_quantile,0.751555,124,8
oxford_ind_github_activity_log,wipo_in_2_3_1_score,mutual_information_quantile,0.751345,117,8
wb_researchers_rd_per_million,wipo_in_1_2_2_score,mutual_information_quantile,0.750808,103,8
wipo_out_7_2_score,wipo_sp72_score,mutual_information_quantile,0.750726,132,8
oxford_ind_ict_trade_goods_log,wipo_resppop_score,mutual_information_quantile,0.750642,107,8
wb_gdp_per_capita_ppp,wipo_in_1_2_score,mutual_information_quantile,0.750599,139,8
wipo_qsrank_score,wipo_sp23_score,mutual_information_quantile,0.750462,132,8
wipo_ictuse_score,wipo_schlifeexp_score,mutual_information_quantile,0.750176,119,8
wb_political_stability,wipo_polstab_score,mutual_information_quantile,0.750132,132,8
